,Document,Topic,Name,Top_n_words,Probability,Representative_document
3013,polecemploibon plaisir,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6730738628679054,False
3014,incompétence général,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3015,personnel émmabl,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3016,incompétence généraliser,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3017,prix,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3018,summum comédie humain faire temps argent aucun cas travail recruteur temps chose rien pitoyable énergumène tenu manche pioche triste ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3019,incompétent lamentable ... aide conseiller prochain actualisation situation délicat revenu écoute bien évidemment sou franchement honteux,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3020,pôle emploi ... demande conseiller haut rien véritable but métier service public véritable hont,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3021,accueil telephoniqu excecrabl simplement crier simple question aucun explication concret mois réponse mail conseillere service public lamentable monde,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.804592377171634,False
3022,acceuil probleme impossible conseiller rdv disponible temps déçu ..... manière traitement humiliant discriminatoire .....,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3023,conseiller désagréable tomber clairement haut semblant situation décision pris pôle emploi bien rendez lamentable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3024,3949 tomber conseillaire côte désagréable limite menteur chance bien élevé insulter nom avis métier,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3025,aujourd'hui 21/11/2019 conseillé mail internet horaire nez porte 12h30 voiture ..... ...... place fermeture exceptionnel 21/11/2019 net merd gazole foutu air rien tre grave monde bien chômeur fric fenêtre demain .....,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3026,structure national tristement célèbre inefficacité fil année,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3027,grand arrogance,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6356110542948399,False
3028,personnel incompétent meilleur,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8424180887182723,False
3029,extrement papier 2016 pire anneee vie sdf san rien 800 kilomètre dou maintenan dan semaine,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3030,agence jamais rendez téléphonique conseiller février 11h15 problème appelle surprise matin courrier sanction agence,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3031,actuellement note 1/5 raison rendez-vous lendemain formation aucun aide cpe ... attention formation voiture ancien domicile lettre avertissement radiation justificatif reprise mail bien téléphone rien résultat faire moment besoin allocation erreur part incapacité service ... automatique pôle emploi incapable traitement correct honte difficulté aujourd'hui note service capable mieux avenir radiation tribunal administratif marre incapacité service injoignable document raison cordialement franck,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7893559932749344,False
3032,pire service imaginable patience normalement calme pole emploi septembre 2016 28/04/2016 bébé papier demander indemnité cause incapacité agent agence système pol honte pays france loyer retard nourriture fille,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3033,service téléphonique plombe -ce vraiment blague autant détester sérieux rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3034,cdd pôle emploi mois honte papier lettre rien accusé réception .il ecrire foire question dossier aucun réponse part inadmissible chose honte,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3035,pôle emploi auto entrepreneur erreur trop percevoir aide juridique moyen,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.917056701860581,False
3036,honte semine appel conseiller chose important personé dieu,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3037,numéro 3949 marché,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,1.0,False
3038,vraiment,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3039,incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6565853373285193,False
3040,lent formation conseiller mission local formation partenariat pôle emploi censé totalité are moitié réponse mail impossible joindre mois prochain,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3041,oui change pole emploi incompétent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3042,personnel annonce téléphone droit indemnité lendemain place hasard rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3043,téléphone sympa quell change métier etonne chomeur honte coup fils,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8593013085528174,False
3044,grand veste bleu,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3045,lent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3046,notgood,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3047,service incapable stage bout demi suivi rien bon planqu bref rien,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3048,franchement commentaire pôle emploi formation indemnité assedic trop magicien côté humain incompétent contraire qualifié aimable étoile trop percevoir agent pôle emploi gennevillier agressif argent voleur,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3049,personnel aimable poli revanche côté pro zéro dossier formation poste enièm fois bouge bilan mois attente dossier complet début création entreprise connaissance approximative circuit marc café document indemnité pôle emploi responsable réclamation bilan mieux bon dose volonté argent pôle emploi réactif problème,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3050,emploi simplement incompétent radiation aucun motif conseil incompétent agressif,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.22920399413527417,False
3051,incompétent désagréable aucun accompagnement accueil zéro jamais travail celer chômage demandeur emploi celer compté complexe infériorité diplôme,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3052,fatigue lassitude certainement agent permettent citoyen second zone temps faire endroit demandeur emploi recherche emploi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3053,avai mail conseiller jamais répondre écoute aucun professionalisme travail grâce,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3054,service Monsieur desagreabl télèphone franchement mauvais experiance,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8455709796052167,False
3055,incompétence incroyable ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3056,incompétenc hautain désagréable.la rapidité point fort bref,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3057,matin explication actualisation compte aucun montant paiement aucun indication aujourd'hui,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3058,bâtiment loin personnelle agréable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3059,service injoignable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9773549985461737,False
3060,incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5553115659111233,False
3061,jamais travaille jamais formation conseiller incompétent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3062,année pôle emploi capacité efficacement gars emploi,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.19204066593529728,False
3063,personnel serieux cas conseiller jamais rendez-vous mail,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3064,numero numéro etranger aucun interet agence lure,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3065,incompetent ahuri inutile besoin rien .... lamentable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3066,accueil point positif papier pole application personnel perte temps,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3067,impossible rdz aucun aide projet formation rien banque bientot sdf precedent commentair dommage,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3068,conseiller change rdv instant projet formation mal professionnel revendiqu chaumeur projet,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3069,impression haut temps ... dommage,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.7272204562192659,False
3070,personnel désagréable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3071,personnel agréable service public navrant,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3072,jamais hautain désagréable matin vitry seine tomber homme bureau face accueil désagréable point absolument non situation complètement degueulasse fort envie nom plupart commentaire similaire question score poste pôle emploi incapable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3073,bonjour monde problème accueil pôle matin conseiller difficile courrier mail photocopie information non formation argent trop percevoir,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3074,conseiller hystérique guel literallement jamais conseiller incompétent orgueilleux vomir,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3075,avis aimé étoile marche dommage pôle vitry seine pôle emploi écout faite attention démarche indemnisation retard octobre payement chômage octobre loyer fai survivre chômage incompétent mal travaille,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3076,mauvais demandeur emploi conseiller luire info bien zéro humanité,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3077,annulation rendez-vous excus,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3078,incompétence maximum jamais,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3079,numéro,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,1.0,False
3080,horaire ouverture population accueil correct manque communication entrer service préjudiciable client information droit usager aléatoire conseiller mois tard aide moment besoin bien réclamon ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3081,conseillere inutile celer fai mois indemnisation celer cause erreur part sortie bouche employé incompétent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3082,chaussette sale sagacité,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3083,document travail capable contre courrier document allocation semaine inhumain,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3084,temps terre,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.5016043222043354,False
3085,menace radier nai répondre appel nai définition incompétence,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3086,agence foutre client conseiller médiocre dernier agence terre,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9929508861045324,False
3087,effectivement conseiller formation forcément nécessaire plupart offre aucun diplôme expérience autant chômeur ben,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3088,malade grippe mère veille rendez-vous prennent compte mère résultat rendez-vous voix dame téléphone rendez-vous numéro sécurité social luire faire mal lit impossible carte apparemment bien inutile besoin absence inscription souci site chose inscription compte définitivement fermé besoin médecin justificatif absence rendez-vous malade lit rendez-vous médecin papier temps rendez-vous sûrement malade celer nécessaire compte appel mère handicapé mère grand partie vie inadmissible rien avis endroit fuir malheureusement impossible,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3089,étoile aurai catégorie impossible renseignement liste long bref besoin rien bon endroit rien,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3090,jeune chômeus suite fin contrat apprentissage pôle projet besoin formation objectif pôle financement loooongue justification détaillé financement pôle emploi projet centime raison budget formation chômage vite parfaitement demande formation monde droit euro leur( formation( bien salaire chômeur difficile formation formation 4000 euro part cpf finalement objectif pôle emploi bref cotisation travail système,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3091,honteux financement jamais formation pertinemment centime tête client part 4000 suite mensonge conseillé jamais accès cpf,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3092,catastrophique conseiller côté plaque erreur incompétence ...... conseiller mois information service public administratif peur vraiment,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7898270894232464,False
3093,employeur venue stagiaire semaine procédure pole emploi emploi sein procédure administratif lien entrer employeur demandeur,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3094,bonjour minute emploie ordinateur nickel conseillere intervalle modification aucun cas essence ticket bus branleur aucun emploi convocation aucun cas rien foutr boulot hop baster prochain rendez,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3095,bien évidemment presque jamais joignable actuellement travaille téléphone bien évidemment matin semaine apre midi top pole emploi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3096,haa pôle salon célèbre institution inutile salon année dévouement parfait rénovation constant propre local beau efficace pôle salon sûr papier soigneusement boîte lettre conseiller totalement désintéressé situation inefficace rdv inutile jamais message cause problème informatique papier manquant jamais vraiment simplement réclamation rien date réponse espace ligne critère jour max réponse ... magique pôle salon beauté dossier fois faire faute,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7994989119751602,False
3097,équipe fonctionnaire impôt vraiment valeur pays morale chômeur haha conseiller bien,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3098,ville fois site ici info ailleurs besoin emploi non,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3099,aucun solution aide catégorie foutisme numéro déçu ... grave pôle emploi pire,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.20204761728657908,False
3100,appelle service entreprendre numéro simple recherche internet ... rir aucun écoute aucun prise charge déplacement conseiller,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3101,minute retard étoile climatisation accueil,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,1.0,False
3102,formation tete client fils amie fond nécessaire erreur,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3103,-expert perte document -médaille -champion titre -triple champion horaire simplifier heures-12 heure après-midi plage -reconnus efficacité travaille,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.21241046994392718,False
3104,tas papier perdre fiche paie pourtant deposee boite paiement erreur,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9593126533515371,False
3105,personnel irresponsable aucun profesionalisme conseiller rien impôt fonctionnaire,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9129189302488874,False
3106,bon arien république non chose rendez pôle salon provence,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3107,exemple domaine btp,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3108,jeune année change rien,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3109,btp avion rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.3478480217018695,False
3110,temps rendez-vous radier,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.7489223114451184,True
3111,sérieux bon service public,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8848029818667247,False
3112,pôle emploi,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7604766576523944,False
3113,emploi incompétence français,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3114,état unir travail ici apple google,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3115,coiffeur formation cfa,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6709722917239402,False
3116,pôle emploi chômeur âge retraite,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9202038782726643,False
3117,rien incapable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.24761355308076294,False
3118,incompétent complètement inutile,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3119,employeur national,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3120,précaire problème papier part attestation employeur trop gros chose bouche papier bureau moyen,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3121,chomeur,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3122,inadmissible rendez-vous rappel veille fois place déçu,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3123,fermeture exceptionnel jour nettoyage local dernier fois pont ... site fois bien sûr ... journée jour papier minute route,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3124,incompétence demande aide création entreprise mois attente réponse dossier pièce justificatif complémentaire rapidement faire dossier gros dizaine appel conseiller quasiment fois courant dernier téléphone conseiller fantôme référent métier mail gland bureau ... pôle emploi excuse covid celer réponse rien juillet dossier début septembre janvier,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3125,honte directeur courrier trop percu lieu janvier demandeur emploi allocation chomag mai poubelle,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3126,entrer conseiller poitrine femme luire lieu visage dame accueil particulièrement ....,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3127,triste nombre beaucoup grand chose incompétence aide,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3128,regroupement ignare,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7423797593684306,False
3129,aucun moyen site pol recherche correctement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3130,moque complètement temp,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.9955145728335646,False
3131,numéro fax minable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3132,paie temps heure service cool,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3133,honteux conseiller herbe sou pied demandeur emploi formation luire manière aide 2024 inadmissible encouragement réinsertion rendez-vous jour coup certainement formation prochain session année prochain luire philosophe pari mieux charge,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8222718537997343,False
3134,bande joindre téléphone,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3135,incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5688399333198082,False
3136,trop percevoir capable fois journée faire dossier reprise droit agence septembre commission dossier hasard ensuite octobre trop monde novembre euro septembre dérange,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9908840355400595,False
3137,fai papier mépris boulot débordement jour,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3138,pire pôle emploi fois site rdv jamais honoré temps heure formation silence radio suite demande financement formation début décembre formation décembre pouvoir jour tard formation appel pôle emploi formation dossier complet d'1 jeune formation élève âgé majorité travail vie moment financement formation pôle emploi boulot temps formation pôle emploi arnaque jeune vie,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3139,mauvais expérience centre pôle clichy information manquante conseiller manière dossier étape indemnité supplier semaine retard statut auto-entrepreneur mieux démarche conseiller,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3140,vraiment comportement téléphone accueil 3949 centre rien demande auto entreprendre luire reprise information site précision face incapacité insistance excuse conversation luire avai crier cas walah dessu heure cas luire question nez inadmissible enregistrement téléphonique vraiment cas,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
3141,équipe incompétent évité prix quitte minute transport conseille fortement mois demande allocation administratif rien bien dossier mois tard apre mail reponse positif dossier fallais aujourd'hui fameux agence résultat rien jamais mieux solo dommage étoile,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3142,pôle emploi rien clique allocation chômage ... chemin chômeur travail impression désagréable ressort,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3143,étoile beaucoup femme exécrable téléphone travail correctement dame hurlé dessu pouvoir raccrocher nez manqu professionnalisme total inadmissible scandaleux,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9414253844884163,False
3144,agent pôle emploi supérieur demandeur emploi pro formation contrat pro vif france,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3145,haut faire misérable demandeur emploi fort demeurer impression aucun motivation numéro,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3146,personnel désagreabl grand chose part peinture aucun accompagnement insertion pro demandeur emploi agent état gaspié ... france ....,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7177834152923397,False
3147,mois habite numero joinabl inadmissible mail conseillere aucun réponse rendez-vous beh attend rendez-vous pffff aucun professionnalisme,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
3148,personnel travail conseiller emploi fictif,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
