rate,review_text,object_address,cleaned_text,sentiment,top_negative_words,top_positive_words
1,Conseillers incapables de dire Bonjour .,"130 Rue Ernest Hemingway, 29200 Brest",conseiller incapable bonjour,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
2,"2 étoiles car dans le lot, j'ai rencontrer 2 personnes serieuses...mais ma conseillère, UNE VRAI BLAGUE. elle répond complément a coté quand je lui envoi un mail et elle refuse de m'avoir au téléphone pour que je puisse m'expliquer. (soit disant elle n'a pas le temps, mais elle prend quand même le temps à répondre au mail) Elle me met dans un atelier de formation qui ne me correspond pas du tout, et en a rien a faire de mes arguments qui sont pourtant fondé. Si je perd 5 minutes de ma vie pour écrire ce commentaire, c'est que j'espère qu'une personne responsable prendra conscience de ce problème. Il faut arrêter d'embaucher des gens complètement incompétent.","60 Rue de Paris, 95310 Saint-Ouen-l'Aumône",étoile lot serieuse ... conseiller vrai blagu complément luire mail téléphone temps temps mail atelier formation rien argument pourtant minute vie écrir commentaire responsable conscience problème complètement incompétent,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
3,Nous sommes obligés de prendre des rendez-vous il n'y a plus jamais d'accès libre quand on a besoin de photocopies oh c'est bien dommage sinon l'accueil avec le conseiller a été plutôt correct,"64 Rue des Grands Chênes, 42600 Montbrison",rendez-vous jamais accès libre besoin photocopie bien dommage accueil conseiller correct,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
5,Une équipe très compétente et à l'écoute ! Merci,"40 Imp. des Lilas, 64340 Boucau",équipe compétent écoute,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Très bon acceuil et bâtiment spacieux et pratique,"484 Rte de Mouriez, 62140 Marconnelle",bon acceuil bâtiment spacieux pratique,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Incompétent Nule Aucun respect pour les handicapés,"187 Av. Jacques Douzans, 31600 Muret",aucun respect handicapé,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Personnelle sympathique et accueillant. En plus réactif et à l’écoute pour une urgence.,"22 Rue François de Neufchâteau, 54000 Nancy",personnel sympathique réactif écout urgence,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Vous venez exprès sur Strasbourg pensant que cnest ouvert jusqu'à 16h30 pour qu'au final, on vous remballe vulgairement sous prétexte que vous n'avez pas pris ""rendez vous"". A FUIR.","2 Rue Gustave Adolphe Hirn, 67100 Strasbourg",exprès strasbourg cnest 16h30 final vulgairement sou prétexte rendez,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Je reçois des rappels de trop perçu qui datent de 9 ans... Oubli de rémunération pendant une formation rémunérée me contraignant à l'abandon pour retrouver un travail par mes propres moyens... Et ne faites par l'erreur de répondre à une enquête de satisfaction en votre nom à leur attention ! Depuis que je me suis réinscrit à Pôle Emploi, je n'ai eu QUE des ennuis et des échanges interminables inutiles. Nul.","42 Av. Aristide Briand, 92160 Antony",rappel trop percevoir ... oubli rémunération formation rémunérer abandon travail propre moyen ... erreur enquête satisfaction nom attention pôle emploi ennui échange interminable inutile,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Ne chercher pas à les appeler, dames mal aimable et insulte au téléphone","4 Av. François Mitterrand, 36000 Châteauroux",dame mal aimable insult téléphone,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Après chaque actualisation je me dois de me déplacer car ils ne font pas bien leur boulot, d'ailleurs inscrit depuis 2014-2015 j'ai jamais été appelé pour une offre d'emploi.","18 Av. Augustin Dupré, 42000 Saint-Étienne",actualisation bien boulot ailleurs 2014 2015 jamais offre emploi,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"Même une étoile ils ne la méritent pas ! Depuis le mois de novembre 2021 j’attend mes indemnités , nous somme en août 2022 !!!! Tout ça car c’est une étude mandataire tout le monde ce lance la balle ! Personne ne sait quoi vous dire à part « faut attendre! » ça fait 8 mois que je fait que ça attendre ! Pfff ils sont payer à rien faire , brasser de l’air !","10 Rue Berthelot, 95500 Gonesse",étoile méritent mois novembre 2021 indemnité août 2022 étude mandatair monde lance balle part mois pfff rien air,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Equipe extrêmement à l'écoute et disponible. Merci à vous tous pour vos conseils !,"9 All. du Pacifique, 94370 Sucy-en-Brie",extrêmement écoute disponible conseil,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Quand un centre pôle emploi servira à quelque chose je monterais ma note.... incapable de proposer quelque chose en 2 ans ..aucune formation car soi disant trop diplômé !!! Alors quand je vois qu'on recherche des gens spécialisés et que j'étais près à une formation !! AUCUNE PROPOSITION RIEN NADA / 3 RDV EN 2 ANS !!! BRAVO,"33 I, Fbg de Montbéliard, 70400 Héricourt",centre pôle emploi chose note .... incapable chose aucun formation disant trop recherche formation aucun proposition rien nada bravo,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Très mauvais accueil, les conseillères se permettent de parler et de me faire attendre 15 minutes alors qu’il y avait personne à prendre en charge a part moi.","8 Av. du Général Patton, 45000 Orléans",accueil conseiller faire minute charge part,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Très agréable,"11 Rue Pelée, 75011 Paris",agréable,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Personnel incompétent, allez dans un pôle emploi un peu plus éloigné car cette agence perd vos documents et vous réclame des trop perçus. J’ai fait une demande de rdv en agence pour qu’on m’explique d’où provienne ces trop perçu mais non Mme Jocelyne refuse car apparemment il ne peuvent pas donner de rdv. Je suis donc toujours dans l’incompréhension. A noter que je n’allais plus sur pôle emploi depuis que je suis en CDI et Mme m’a appeler pour m’en informer le 29 novembre sachant que je pouvais régler que jusqu’au 30 avant poursuite. Je me retrouve donc dans une galère pas possible. De plus la dame de l’accueil prend les gens de haut nous prend pour des gamins très désagréable. En tout cas rien à dire de plus qu’une vrai bande d’incompétent quand on voie que l’adresse de l’agence reçu sur l’es courrier n’est pas bonne ça annonce déjà la couleur ..","2 Chem. des Pourrières, 62600 Berck",personnel incompétent pôle agence document trop demande agence provienn trop percevoir non mme jocelyne apparemment rendez-vous incompréhension pôle mme novembre jusqu’ poursuite galère dame accueil haut gamin désagréable cas rien vrai bande agence courrier bon couleur,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,A fuir! Pôle emploi vous met encore plus dans la m**** Impossible d’avoir nos conseillers directement par téléphone En plus leurs « offre d’emploi» qui propose son parfois plus bon En plus de sa je gagne déjà pas beaucoup 300 euros d’allocation chômage alors que j’etait payer 1100 quand je travailler Il calcule mal nos droits Je donne tout les papiers qu’il me demande tout est dans les clous Il trouve des trucs un disant que j’ai eu des trop perçu imaginer je gagne que 300 euros et je doit leurs rembourser 560 euros tout ça parce que ils on mal calculer Aller pas là-bas faite de l’intérim en attendant de vous trouver un vrai travail Sa aide pas du tout pôle emploi au contraire ! Pis ils savent jamais rien c’est des incompétents !!!,"245 Bis Rue Jean Jaurès, 59410 Anzin",pôle emploi impossible conseiller téléphone emploi bon beaucoup 300 euro allocation 1100 mal droit papier clou truc disant trop 300 euro 560 euro mal faite intérim vrai travail aide pôle contraire pis jamais rien incompétent,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Retard dans le traitement du paiement...toujours plus de fiches de pâte et attestations d'employeurs...pour dire à la fin ;  désolé car un problème de logiciel de traitement...,"400 Av. Marcel Dassault, 34170 Castelnau-le-Lez",retard traitement paiement ... fiche pâte attestation employeur ... fin désolé problème logiciel traitement ...,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,Accueil très professionnel Et disponible avec beaucoup de gentillesse Bravos 👏👏👏 à toute l equipe Merci beaucoup pour l aide …,"158 All. des Tilleuls, 84200 Carpentras",accueil professionnel disponible beaucoup gentillesse bravo equipe beaucoup aide,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"Acceuil..au top, conseil au top, très pro, motive instaure des objectifs et encourage ...donne aussi des outils (formation) pour étudié toutes les pistes..ma aider à ne pas me sentir ""honteux""...(pas évident d'être chômeur ....cela on l'oublie aussi des fois)","Rue des Verchères, 01800 Meximieux","top conseil top pro motiv instaur objectif ... outil formation piste honteux"" ... (pas évident chômeur .... celer fois",1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Attention si vous partez à l'étranger, les conseillers ne connaissent même pas leur travail. Je m'explique, je pars en Pologne pour une durée d'un an, je rentre en France demande à re ouvrir mes droits. On me demande alors le formulaire U1 que je n'ai pas en ma possession et c'est seulement  presque un an après mon retour qu'on me dit que je devais en faire la demande avant de partir. Bref je ne l'ai pas et je vais encore devoir patienter. Tout ça pour dire que je perd énormément de temps et que je ne touche toujours pas ce qui m'est dû (parceque oui j'ai travaillé pour ça). Je ne remercie donc évidement pas mon conseiller qui ne m'a pas fais prendre connaissance de ce formulaire avant de partir et qui a arrêter de me répondre par mail car je devais sûrement être un peu ""lourd"".  Bonne journée/soirée.","15 Rue de Saclas, 91150 Étampes",attention conseiller travail pologne durée france droit formulaire possession presque demande bref énormément temps devoir parcequ oui évidement conseiller fai connaissance formulaire mail sûrement lourd bon journée soirée,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"Étant employeur, je serai curieuse de savoir comment pôle emploi peut appeler au nom d'une salariée qui a démissionné, afin de changer la démission de la salariée pour que celle-ci puisse percevoir des allocations chômage. Le but de pôle emploi n'est il pas d'accompagner afin de trouver un travail ? Visiblement, pas à Vitry Le François.","16 Bis Bd Carnot, 51300 Vitry-le-François",employeur pôle emploi nom salarié démission salarié allocation chômage but pôle emploi travail visiblement vitry françois,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,D’habitudes J’ai des personnes très compétentes qui m’aide vraiment beaucoup !! Mais la dame que j’ai eu au téléphone ce matin en lui demandant de l’aide pour mon actualisation elle me dis ‘ce n’est pas mon travail ‘ Alors c’est quoi son travail ??? si elle ne peut pas aider sachant qu’elle devais avoir mon dossiers sous son nez !!! De plus sa façons de parler laisse à désirer !!! Certaine personne devrais démissionner c’est inadmissible !!!,"Rue Théophraste Renaudot, 34430 Saint-Jean-de-Védas",habitude compétent aide vraiment beaucoup dame téléphone matin luire aid actualisation travail travail dossier sou nez personn inadmissible,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"Si vous devez leur écrire faites le en recommandé avec accusé réception, car ils ont tendance à perdre les courriers envoyés ou remis en main propre. Mon amie en a fait la triste expérience.","1 Rue Littré, 24000 Périgueux",écrire réception tendance courrier main propre amie triste expérience,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Accueil, écoute, service, aide et j'en passe nul de chez nul, ils ne servent à rien, ils n'aident pas dans nos recherches ou autres, ils sont là assis derrière leur bureau à rien faire c'est honteux d'autant plus que c'est ouvert seulement le matin bah voyons, honnêtement ça ne vaut pas une étoile mais zéro, j'y suis aller plusieurs fois car je n'avais pas le choix mais je n'y retournerais pas c'est sûr et certain pour un rendez-vous il faut attendre au minimum 2 semaines c'est abusé mais vraiment, c'est la même chose pour la mission locale ils ne servent à rien à part à juger et critiquer franchement c'est honteux mais vraiment je ne recommande pas, autant chercher du travail par soi-même ça sera toujours mieux PÔLE EMPLOI ET LA MISSION LOCALE C'EST NUL ILS NE SERVENT À RIEN !!!!!!!!!!!","13 Rue de la Marne, 57700 Hayange",accueil écoute service aide rien recherche bureau rien faire honteux autant matin bah voyon honnêtement étoile zéro fois choix retournerai sûr rendez-vous minimum semaine vraiment chose mission local servir rien part franchement honteux vraiment autant travail mieux pôle emploi mission local servir rien,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
