,name,date,rate,review_text,object_name,object_address,overall_rating,review_num,object_url
278,FusioW Officiel,4 years ago,1,"Plus jamais je me présente aux rendez vous de réunion d'information collectif, on était quarante douze, puis en plus de sa qui c'est qui se pointe chez pôle emploi ? Les conseillés d'la mission locale MDRR Le gars d'la réunion à dit à tout …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
279,Devi Gobala,a year ago,5,"Mon conseiller est Monsieur Bednarz, un homme bienveillant, gentil, qui comprend le choix de ré orientation, merci à lui",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
280,Virginie C,2 years ago,1,Ce qui est sûr c’est que tout est fait pour qu’on ne revienne pas !!!! Les hôtesses d’accueil ne savent même pas comment on se sert d’un ordinateur. Organisation déplorable ... on se croirait dans l’administration d’il  y a 20 ans ... quelle tristesse !!!,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
281,mir lea,5 years ago,4,"agence, conseillers ères  très dynamiques, efficaces! et respectueux! Pôle emploi vous propose des moyens, à nous de les saisir!",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
282,gabriel shawn,3 years ago,5,"Très bon accueil, très professionnelle,  depuis que je suis inscris j'ai toujours été bien accueilli agence très réactive et dynamique",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
283,Bezzaouya Laetitia,3 years ago,1,Pole emploi ne répond jamais au tel de plus les dossiers sont perdu à chaque fois et l accueil LAISSÉ à désiré !!!!!,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
284,Eric Leotard,6 years ago,1,"Services lamentables
Déjà qu’ils ne sont pas capables de founir du travail, voilà maintenant qu’ils ne sont plus capables de verser les indemnités dûes.",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
285,Marie Neko D,6 years ago,1,Service déplorable ils sont incapable de gérer des demandeurs d'emploie.,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
286,badawy Mukhtar,a year ago,5,"Masha'Allah, the staff is excell …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
287,Van Der Sar,2 years ago,1,"Les propositions d'emplois sont fausses
Le directeur est très désagréable",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
288,Isabelle Menana,6 years ago,1,"XXX mail au conseiller de ma fille, aucune réponse pffff pauvre france pôle emploi gérer par des incapables",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
289,Mamadou Sousouco,8 months ago,5,Très bien merci beaucoup,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
290,Mes Fay,6 years ago,1,"Que dire ?!  Juste si tu cherches un emploi , n'attend pas après pôle emploi.",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
291,Abdel Wahbe,3 months ago,5,Toulouse,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
292,montacer hassan,10 months ago,5,Très beau,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
293,Lynda yousfi,6 years ago,1,Nptk i respecte personne i demande de changer didentiter ckoi sa ??,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
294,Pier Pier,5 years ago,1,Modèle type de l'administration qui pour masquer ses errances tente de faire passer l'usager pour un demeuré,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
295,Mohamed Ali Miladi,3 years ago,1,"Service médiocre ,ils sont 7 à l'accueil à brasser de l'air",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
296,Yoann lebihan,7 years ago,5,Prévoir un temps d'attente relativement long,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
297,Aminata Sakera,7 months ago,4,Rendez-vous Pôle Emploi,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
298,Kevin Lambert,5 years ago,1,L image de la définition d incapable,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
299,Jean-Baptiste Bessirard,5 years ago,1,Fermé.  DÉPLACE 3 impasse Nationale,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
300,HUGO PARIS,3 years ago,4,L intérieur est jolie.,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
301,Vincent Sablé,5 years ago,1,Horaire d'ouverture inacceptable,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
302,Ahmed AHMED,7 years ago,3,La queue peut être longue,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
303,yessine ouali,a year ago,4,Service correct,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
304,Elina KHICIMIKOVA,6 years ago,1,"Gentils, mais en efficacité zéro",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
305,kamel ben slimen,6 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
306,PGM403 DEAD,6 years ago,3,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
307,SAWADOGO Safiatou,5 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
308,Assetou Diaw Keita,4 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
309,Amorn,5 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
310,Fredolin Mboueya,4 years ago,3,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
311,Sarah Marci,5 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
312,Cuộc sống ờ Pháp,a month ago,5,"le personnel est très gentil et dévoué à me guider.
Merci",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
313,Marina Soulika,3 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
314,Geneviève,4 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
315,Yoki Ynk,5 years ago,3,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
316,Maeva Gael,5 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
317,Arzina Ballou,3 years ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
318,Mamadou Doucoure,5 years ago,3,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
319,Véronique Vinci,5 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
320,SJ L,3 years ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
321,LE CESNE ルセンOndine Liliane Hélène オンディーヌリリァンエレン,8 months ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
322,Audrey,6 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
323,Medina Music,2 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
324,ADL Transport,5 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
325,Mohamed Fofana,2 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
326,Minh sang Huynh,3 years ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
327,Thomas Dormoy,6 years ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
328,millions ofbillions,3 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
329,Mercedes Postigo Breton,2 months ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
330,Sombit Endoo,3 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
331,Valentin Sviridov,3 years ago,1,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
332,Bruno Boissy,3 years ago,4,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
333,Bimal Sahani,2 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
334,Alamine Hadrati,3 years ago,5,,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
335,MR. ALAM BADI,7 months ago,5,Toutle person cordially.,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
336,Nina Mir,3 months ago,1,"Agence totalmente désorganisée avec un fonctionnement chaotique. On vous change de conseiller, sans vous prévenir, tous les 4 matins.Vous vous retrouvez souvent devant des conseillers qui en savent moins que vous. De l'approximation et de …",Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
337,Valérie NICOT,5 months ago,5,"Toujours bien accueillie. Très bonne organisation et orientation lorsque l'on arrive, selon que l'on ait une convocation pour un rdv ou autres démarches.",Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
338,Zineb Leghrib,a year ago,5,"Meilleur service client, rapide Employés serviables et gentils.",Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
339,Clément Prot,2 years ago,5,"Bien loin des clichés, des gens efficaces, compétents et en plus hyper sympas. Merci!!",Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
340,H. Khlf,2 years ago,5,Une équipe qui fait son maximum pour vous aider.,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
341,Olivier Bremaidou,7 years ago,1,Le  standard  téléphonique  car ô bout de 15minute  attente on m'a raccrocher  ô nez,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
342,Ange Lys,4 years ago,5,Ils sont tres gentils vraiment.,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
343,Salah BECHBACHE,6 years ago,5,Espace agréable et professionnel.,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
344,M Z,a year ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
345,djemli ouassila,8 months ago,3,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
346,Faysal Official,5 years ago,4,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
347,Mihail Lupu,4 years ago,5,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
348,sid tieb,4 years ago,4,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
349,Malica ATTAL,3 years ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
350,Meruemu Eien,4 years ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
351,Francois O,a year ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
352,Mohamed Chattaoui,3 years ago,3,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
353,Maliba mali,4 years ago,4,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
354,Anwar Pasha,a year ago,5,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
355,Guy Juquin,10 years ago,4,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
356,Adeline Bxs,a year ago,2,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
357,Dr.bachair Algalal,3 years ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
358,Ahmadzai Khan,6 years ago,1,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
359,Vincent De Paul AKA,4 days ago,3,,Pôle emploi,Pole emploi Laumière,3.2,25,https://www.google.com/maps/
360,Xavier Foucault,5 months ago,5,Je remercie l'équipe de cette agence Pôle Emploi pour sa disponibilité et sa réactivité.  N'hesitez pas à les contacter par téléphone (même si l'attente est de 15 minutes) ou à vous déplacer car il ya trop de délais pour le traitement des …,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
361,Sonia D,6 years ago,1,Une petite question administrative concernant la reprise à l'emploi. .. (donc positif ). Personne à l'accueil agacée (je ne comprenais pas son explication ) et extrêmement désagréable  (il n'était que 9h30...). Réponse floue. Non réponse …,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
362,Marina B,6 years ago,5,"Accueil impeccable ! Les agents sont très sympa, compétents, à l'écoute. Ma première expérience avec le pôle d'emploi : je savais pas quoi attendre et je me préparer pour le pire mais l'attitude des gens là-bas m'a agréablement surpris ! Ma situation difficile a été réglée le jour même avec des souries et une bienveillance incroyable.",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
363,Sophie Bounoua,7 months ago,5,"Top !
Bon accueil, bonne écoute, bons conseils.
Merci à l'équipe qui est très dynamique !",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
364,florian winston,4 years ago,5,"L'image qu'on nous montre dans les médias ne reflète pas la réalité. Accueil top! Infos sur mon chômage claires ! personne souriante, compétente et de bons conseils !!!",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
365,Anaïs Thibault,6 years ago,5,"Accueillie aux premières heures d'un lundi matin de rentrée par un personnel ponctuel, souriant, efficace et précis. Quand c'est bien faut l'dire aussi !",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
366,hazem husseen,a year ago,1,Très mauvais bureau et le personnel n'est pas bon et le traitement est très mauvais surtout quand on cherche du travail,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
367,Ludovic Mahé,2 years ago,5,"Toutes les personnes que j'ai au téléphone sont systématiquement très agréables, souriantes et surtout très professionnelles.",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
368,Youssouph Camara,2 years ago,5,"Accueille agréable par l'agent de sécurité,  personnelle sympathique souriant et très professionnelle surtout",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
369,jojo KOFFI,5 years ago,2,"Bonjour
Je voudrais savoir lorsqu'un employeur veut recruter un étranger qui paye les frais à l'URSSAF, est l'employeur ou l'employé?
J'attends votre réponse SVP merci",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
370,Baptiste Delelcourt,6 years ago,1,Nul (comme d'habitude...).Le numero de telephone indique de l'antenne Maurice Genevoix Paris 18 est un numero de fax :Attention a vos tympans.,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
371,Terence Trouve,7 years ago,3,Il n'y a pas de problème avec le Pôle Emploi... c'est juste que le numero de telephone donné est faux.,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
372,Meryem 95,6 years ago,1,Personnelle très désagréable. Franchement mieux vaut être servis par soit même.,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
373,Sou Oue,4 years ago,1,Ça donne pas envie de rentrer juste pour l'accueil,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
374,Kayia LB,5 years ago,1,"Sonnerie aiguë insupportable, absence de répondeur, pas de réponse",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
375,Wilson W,5 years ago,1,"Une trentaine de personne """"""travaille"" sur place. Préparez vous à attendre.",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
376,Mady Dk,6 years ago,5,Très bien,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
377,Nat t,6 years ago,2,Incompétence flagrante simplement,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
378,gaston chirac,5 years ago,5,Merci a  toute l'équipe,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
379,Cheikh Tidiane Diagne,3 years ago,5,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
380,thafonky alchemist,6 years ago,1,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
381,Henry Issaad,2 weeks ago,3,"Trop d'attente, juste pour prendre un rendez vous, il y avait 3 personne devant moi et 45mn d'attente debout, c'est très long, surtout pour les personnes souffrant du dos(comme moi) ou sinon bien renseigner sur mes demande",Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
382,Hedi bouchmila,5 years ago,5,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
383,mourad Mourad,4 years ago,1,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
384,Kynatche Kynatche,2 years ago,1,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
385,Tiranké Kaba,2 years ago,3,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
386,Jeff Compbell,3 years ago,1,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
387,Louise Cortial,2 years ago,5,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
388,Karima Bek,6 years ago,4,,Pôle emploi,Pole emploi Genevoix,3.0,29,https://www.google.com/maps/
389,Rehman Morshed,2 weeks ago,1,Very rude & not very helpful.  Seems like they are from another planet...,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
390,it's Aslam khan,a year ago,1,Very bad and unethical staff working here I feel like I come to Animals places..,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
391,definitively back,2 months ago,1,Un conseiller pôle emploi devrait garder une certaine forme d'humilité en toute circonstance..,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
392,Sarah Surand,6 months ago,1,J’ai eu une mauvaise expérience concernant cette agence pôle emploi 75012  . Si je pouvais donnez un zéro je le ferai . Aucune Antipathie avec les personnes en reconversion professionnelle.,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
393,Farrah Ml,8 months ago,1,"L’ Agent d’accueil ( Accent Antillais)
Réponds de Façon Hautaine et bouscule vocalement les tympans de qui ose sonné à l’interphone ! …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
394,Ani BALASANIA,5 months ago,5,Accueil très gentil et chaleureux… Je tiens à remercier à la dame très aimable qui m’a accueilli lors du premier RDV et qui m’a orientée. Merci encore,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
395,ivo issa,a year ago,1,"Je suis allée hier au pole emploi, est vraiment , en France les personnes qui viennent pour trouver un emploi son pire que des pariais! C'est vraiment choquant de voir autant de mépris pour nous les demandeurs d'emploi. Surtout que moi je …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
396,Erwan Courtet,a year ago,5,"Je tiens à remercier le Monsieur de l'accueil qui nous accueille toujours avec bonne humeur, et particulièrement la conseillère (jeune femme au carré) pour sa gentillesse et son professionnalisme. …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
397,Kour Cour,a year ago,1,Monsieur de l'accueil qui renseigne ( pas le vigile qui lui est très gentil ) typés antillais cheveux à ras très désagréable aucun scrupule à parler des problèmes des personnes hauts et forts alors que je pense qu'on merite un minimum de …,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
398,Stéphanie Tribot,2 years ago,1,"un véritable scandale, aucune intention de m'aider à retrouver du travail.
Un premier rendez-vous après 5 mois d'attente et de décalage du rendez-vous sans aucune raison ni explication. Pour m'entendre dire textuellement : ""vous avez …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
399,Steven Le Redoutable,10 months ago,3,"Bonjour ,

Je suis influenceur, G pu que 2 jours d'allocations et toujour pas envi de …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
400,Matthieu Cloarec,10 months ago,5,"J’y suis aller ce matin,
Il suffit juste de s’adresser à la bonne personne, elle a su prendre son temps et m’expliquer les démarches à suivre. …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
401,Naturallthetime,2 years ago,5,"J'ai regardé les avis avant de venir et j'avais assez peur d'être mal reçue et finalement j'ai été agréablement surprise! Plusieurs personnes nous guident pendant le processus, avec sourires et politesse. Aucune attente, distanciation et …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
402,Chanèze Abd El Nour,a year ago,5,"Bonjour, j'ai fait des bulletins de salaire avec Excel et c'est passé crème ils regardent à peine les documents, juste le montant du salaire pour faire les calculs d'allocations ! :)",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
403,Mamadou Mamadou,3 years ago,1,"été placé en stage dans le cadre de Poe par pôle emploi Paris diderot plus précisément par Mme Moumena  une conseillère.
J'ai fini mon stage le 10 janvier  et elle a toujours  pas  fait mon dossier d'indemnisation et est devenu injoignable.",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
404,Jessica,5 years ago,1,"Accueil inhumain, on a vraiment l'impression d'être des numéros/objets. Impossible d'expliquer calmement sa situation sans que le monsieur hausse le ton de façon ridicule. Mettez des robots à l'accueil et laissez ces personnes devant un bureau, pas au contact d'êtres humains.",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
405,Michael Becquet,6 years ago,1,Pole emploi a un très gros travail à faire. Exemple je suis venu ici perdre 3 heures pour signer 2 papiers. En 2016 je pense que nous aurions pu le faire à distance...,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
406,Yann Michel,4 years ago,1,"J'ai essayé de deposer une annonce en tant qu'employeur depuis l'etranger. Impossible car pas de siret francais. J'ai tenté d'appeler un numero pole emploi, impossible également.",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
407,Pharlio Alphonse,a month ago,1,J'attends,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
408,ene leppik,6 years ago,1,"Impossible d'avoir rendez-vous avec un conseiller tant que je ne suis pas encore inscrit au chômage. Personne ne réponds au téléphone (3949), pas d'adresse e-mail.",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
409,Adrien Blanc,2 years ago,5,Équipe très sympa et arrangeante. C'est agréable d'être accueilli comme ça.,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
410,Thomas Galland,2 years ago,1,L’accueil et très froid et ont doit attendre des heures pour réclamer nos demande,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
411,Raphael Roques,5 years ago,1,"Baladé de service en service, de conseiller en conseiller, jamais dispo ou qui s'en foutent complet. De vrais incompétents!",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
412,Nicky Nikuna,6 years ago,1,"A mon humble avis, Pôle emploi doit énormément apprendre à  ses employés le relationnel.",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
413,Jikofab,5 years ago,1,"Mauvais numéro de téléphone, je viens de le composer, et on me dit au bout du fil que ce n'est pas pole emploi",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
414,Tg Tg,2 years ago,1,je ne réponds pas; tu ne réponds pas; il/elle ne répond pas; nous ne répondons pas; vous ne répondez pas; ils/elles ne répondent pas merci pole emploi....,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
415,Vincent AUFRERE,6 years ago,4,HERTZ recrute. Pôle emploi permet d'obtenir des CV de candidats.,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
416,anis gwen,3 years ago,1,"LAMENTABLE ILS EN ONT RIEN A FAIRE
ET NE PEUVENT RIEN FAIRE
LE ROYAUME DE LA DECADENCE HUMAINE",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
417,Thomas galland TC 75,6 years ago,2,Endroit mal organiser et des mauvais renseignements !!!!,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
418,farad haran,5 years ago,1,J'arrive pas à avoir des explications.,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
419,chikh samir,7 years ago,3,je recherche un te travaille,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
420,natalia varshanidze,4 years ago,1,minable lamentable,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
421,Aziz Hamed,4 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
422,Corinne Verry-Jolivet,6 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
423,Pauline Gaubert,3 weeks ago,1,"Bonjour,
J'ai souvent eu des personnes accueillantes aux guichets de Pôle emploi et je ne comprends pas ce qu'il s'est passé ce matin. La personne a été tellement …",Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
424,Clement Rasse,2 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
425,Amorn,5 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
426,Benjamin Gonin,5 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
427,PARIMAL NINAMA,a month ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
428,MemeD Taalbi,7 years ago,4,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
429,Sofian Azlouk,2 years ago,5,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
430,Adrian Neox,2 months ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
431,Geoffroy Guerni,5 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
432,TheUnit9126,5 years ago,4,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
433,Rajan Shekh,4 years ago,4,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
434,driss mbarki,4 months ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
435,Pierre Marello,6 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
436,Tenzin Tseyang,4 years ago,5,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
437,M. M. H,4 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
438,LOTFI Vahid,2 years ago,5,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
439,tifarghi wado,3 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
440,Valérie Gonzalez,6 years ago,5,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
441,Cedric p,6 years ago,1,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
442,maryse cadeddu,3 years ago,5,,Pôle emploi,Pole emploi Diderot,2.1,54,https://www.google.com/maps/
443,bea bookingstories,6 years ago,5,Top,Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
444,francesco corarelli,3 months ago,1,"A complaint in a more appropriate context will no doubt follow.
At the moment it is enough to know that they have no communication skills, after 4 months my dossier is still incomplete and I have to do constant telephone wor …",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
445,David KrampZ (David KrampZ),a month ago,1,"Rabaissé, harcelé depuis 3 ans par un conseiller apparemment protégé par une personne de la direction, cette agence ne prend pas ses responsabilités et n'offre aucune alternative à ses ""clients"".",Pôle emploi,Pole emploi Paul Lelong,2.6,27,https://www.google.com/maps/
